,answer,left_method,participant,right_method,test_case
7059,zhang,stadv,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,zhang,8179375247
7060,good,good,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,bad,v7
7061,good,bad,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,good,v3
7062,fmgoat,fmgoat,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,stadv,4796228876
7063,clear,clear,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,stadv,4519546786
7064,good,bad,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,good,v6
7065,clear,fmgoat,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,clear,9469622762
7066,clear,korhonen,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,clear,6027104916
7067,clear,zhang,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,clear,9716988368
7068,clear,clear,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,fmgoat,6077930890
7069,clear,fmgoat,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,clear,9214795039
7070,zhang,stadv,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,zhang,4107566763
7071,zhang,stadv,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,zhang,8351568109
7072,fmgoat,stadv,da69c475-3cfe-45ad-a7f5-af0a62a6eca0,fmgoat,9463363154
7073,,korhonen,570a1c50-3362-4165-a694-bd78398635b4,zhang,6077930890
7074,clear,clear,570a1c50-3362-4165-a694-bd78398635b4,korhonen,8348001072
7075,korhonen,korhonen,570a1c50-3362-4165-a694-bd78398635b4,stadv,8597381500
7076,zhang,zhang,570a1c50-3362-4165-a694-bd78398635b4,fmgoat,4842717407
7077,clear,clear,570a1c50-3362-4165-a694-bd78398635b4,korhonen,3567613299
7078,good,bad,570a1c50-3362-4165-a694-bd78398635b4,good,v6
7079,clear,zhang,570a1c50-3362-4165-a694-bd78398635b4,clear,5130906829
7080,zhang,stadv,570a1c50-3362-4165-a694-bd78398635b4,zhang,6027104916
7081,zhang,zhang,570a1c50-3362-4165-a694-bd78398635b4,korhonen,2909358760
7082,good,good,570a1c50-3362-4165-a694-bd78398635b4,bad,v2
7083,good,bad,570a1c50-3362-4165-a694-bd78398635b4,good,v2
7084,korhonen,korhonen,570a1c50-3362-4165-a694-bd78398635b4,zhang,4796228876
7085,korhonen,clear,570a1c50-3362-4165-a694-bd78398635b4,korhonen,6285601097
7086,korhonen,zhang,570a1c50-3362-4165-a694-bd78398635b4,korhonen,8351568109
7087,korhonen,korhonen,57c92688-c519-4cf2-a59e-4b0a9b0257fd,stadv,3309384812
7088,korhonen,zhang,57c92688-c519-4cf2-a59e-4b0a9b0257fd,korhonen,8597381500
7089,clear,fmgoat,57c92688-c519-4cf2-a59e-4b0a9b0257fd,clear,6285601097
7090,,zhang,57c92688-c519-4cf2-a59e-4b0a9b0257fd,korhonen,2580252988
7091,good,good,57c92688-c519-4cf2-a59e-4b0a9b0257fd,bad,v6
7092,good,bad,57c92688-c519-4cf2-a59e-4b0a9b0257fd,good,v3
7093,zhang,zhang,57c92688-c519-4cf2-a59e-4b0a9b0257fd,stadv,4519546786
7094,clear,korhonen,57c92688-c519-4cf2-a59e-4b0a9b0257fd,clear,5906203942
7095,korhonen,korhonen,57c92688-c519-4cf2-a59e-4b0a9b0257fd,fmgoat,8351568109
7096,good,bad,57c92688-c519-4cf2-a59e-4b0a9b0257fd,good,v4
7097,fmgoat,stadv,57c92688-c519-4cf2-a59e-4b0a9b0257fd,fmgoat,4107566763
7098,clear,clear,57c92688-c519-4cf2-a59e-4b0a9b0257fd,zhang,4796228876
7099,clear,clear,57c92688-c519-4cf2-a59e-4b0a9b0257fd,stadv,4633306112
7100,zhang,zhang,57c92688-c519-4cf2-a59e-4b0a9b0257fd,fmgoat,4424481742
7101,,korhonen,57c92688-c519-4cf2-a59e-4b0a9b0257fd,zhang,9716988368
7102,,zhang,57c92688-c519-4cf2-a59e-4b0a9b0257fd,korhonen,4842717407
7103,,korhonen,57c92688-c519-4cf2-a59e-4b0a9b0257fd,zhang,9469622762
7104,clear,korhonen,41387c2a-ea0b-4de1-abac-b14e701266cf,clear,4842717407
7105,good,good,41387c2a-ea0b-4de1-abac-b14e701266cf,bad,v3
7106,korhonen,korhonen,41387c2a-ea0b-4de1-abac-b14e701266cf,stadv,5130906829
7107,korhonen,korhonen,41387c2a-ea0b-4de1-abac-b14e701266cf,stadv,4633306112
7108,korhonen,korhonen,41387c2a-ea0b-4de1-abac-b14e701266cf,stadv,9469622762
7109,clear,clear,41387c2a-ea0b-4de1-abac-b14e701266cf,stadv,9716988368
7110,fmgoat,fmgoat,41387c2a-ea0b-4de1-abac-b14e701266cf,stadv,3309384812
7111,korhonen,korhonen,41387c2a-ea0b-4de1-abac-b14e701266cf,zhang,4519546786
7112,zhang,zhang,41387c2a-ea0b-4de1-abac-b14e701266cf,stadv,4107566763
7113,korhonen,korhonen,41387c2a-ea0b-4de1-abac-b14e701266cf,zhang,5906203942
7114,clear,clear,41387c2a-ea0b-4de1-abac-b14e701266cf,korhonen,8597381500
7115,good,bad,41387c2a-ea0b-4de1-abac-b14e701266cf,good,v3
7116,korhonen,zhang,41387c2a-ea0b-4de1-abac-b14e701266cf,korhonen,4796228876
7117,zhang,zhang,41387c2a-ea0b-4de1-abac-b14e701266cf,fmgoat,8351568109
7118,clear,fmgoat,41387c2a-ea0b-4de1-abac-b14e701266cf,clear,3567613299
7119,good,bad,41387c2a-ea0b-4de1-abac-b14e701266cf,good,v5
7120,zhang,zhang,41387c2a-ea0b-4de1-abac-b14e701266cf,korhonen,6077930890
7121,fmgoat,fmgoat,41387c2a-ea0b-4de1-abac-b14e701266cf,zhang,2909358760
7122,fmgoat,fmgoat,41387c2a-ea0b-4de1-abac-b14e701266cf,zhang,4598385226
7123,zhang,zhang,41387c2a-ea0b-4de1-abac-b14e701266cf,stadv,4424481742
7124,clear,clear,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,zhang,7160553409
7125,good,good,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,bad,v4
7126,clear,stadv,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,clear,4598385226
7127,good,good,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,bad,v4
7128,stadv,stadv,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,korhonen,8348001072
7129,fmgoat,fmgoat,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,stadv,6285601097
7130,zhang,fmgoat,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,zhang,2580252988
7131,korhonen,stadv,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,korhonen,5906203942
7132,clear,clear,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,zhang,2909358760
7133,fmgoat,fmgoat,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,korhonen,9716988368
7134,clear,stadv,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,clear,9463363154
7135,good,bad,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,good,v5
7136,korhonen,stadv,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,korhonen,8597381500
7137,clear,korhonen,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,clear,5130906829
7138,zhang,zhang,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,clear,6077930890
7139,korhonen,clear,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,korhonen,4633306112
7140,fmgoat,korhonen,68557f3d-2854-4e6e-a0f6-e4e4ee0c544e,fmgoat,4796228876
7141,good,good,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,bad,v5
7142,good,bad,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,good,v4
7143,stadv,stadv,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,zhang,7160553409
7144,clear,zhang,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,clear,4519546786
7145,korhonen,stadv,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,korhonen,4424481742
7146,clear,stadv,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,clear,3567613299
7147,korhonen,zhang,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,korhonen,2580252988
7148,fmgoat,korhonen,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,fmgoat,6077930890
7149,fmgoat,stadv,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,fmgoat,4796228876
7150,korhonen,zhang,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,korhonen,9469622762
7151,good,bad,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,good,v3
7152,fmgoat,stadv,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,fmgoat,4107566763
7153,,clear,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,korhonen,6285601097
7154,fmgoat,fmgoat,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,clear,4842717407
7155,fmgoat,korhonen,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,fmgoat,8351568109
7156,fmgoat,clear,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,fmgoat,9463363154
7157,korhonen,zhang,9ad5f1ba-4a79-48be-abf2-5f4d6639fb81,korhonen,8597381500
7158,good,good,c9f132af-dc13-4069-8a21-5a22ed5a1012,bad,v1
7159,korhonen,zhang,c9f132af-dc13-4069-8a21-5a22ed5a1012,korhonen,2909358760
7160,good,good,c9f132af-dc13-4069-8a21-5a22ed5a1012,bad,v6
7161,korhonen,korhonen,c9f132af-dc13-4069-8a21-5a22ed5a1012,zhang,8597381500
7162,fmgoat,zhang,c9f132af-dc13-4069-8a21-5a22ed5a1012,fmgoat,4424481742
7163,korhonen,zhang,c9f132af-dc13-4069-8a21-5a22ed5a1012,korhonen,4842717407
7164,zhang,zhang,c9f132af-dc13-4069-8a21-5a22ed5a1012,stadv,6027104916
7165,good,bad,c9f132af-dc13-4069-8a21-5a22ed5a1012,good,v6
7166,stadv,fmgoat,c9f132af-dc13-4069-8a21-5a22ed5a1012,stadv,4107566763
7167,fmgoat,fmgoat,c9f132af-dc13-4069-8a21-5a22ed5a1012,stadv,4796228876
7168,zhang,stadv,c9f132af-dc13-4069-8a21-5a22ed5a1012,zhang,7160553409
7169,zhang,zhang,c9f132af-dc13-4069-8a21-5a22ed5a1012,stadv,4519546786
7170,fmgoat,korhonen,c9f132af-dc13-4069-8a21-5a22ed5a1012,fmgoat,6077930890
7171,clear,clear,c9f132af-dc13-4069-8a21-5a22ed5a1012,korhonen,6285601097
7172,fmgoat,fmgoat,5acac695-3558-4bd0-bddf-53adad289b16,zhang,6027104916
7173,fmgoat,fmgoat,5acac695-3558-4bd0-bddf-53adad289b16,stadv,3567613299
7174,zhang,zhang,5acac695-3558-4bd0-bddf-53adad289b16,stadv,8597381500
7175,korhonen,korhonen,5acac695-3558-4bd0-bddf-53adad289b16,stadv,4796228876
7176,clear,fmgoat,5acac695-3558-4bd0-bddf-53adad289b16,clear,2580252988
7177,clear,clear,5acac695-3558-4bd0-bddf-53adad289b16,zhang,7160553409
7178,good,good,5acac695-3558-4bd0-bddf-53adad289b16,bad,v2
7179,good,good,5acac695-3558-4bd0-bddf-53adad289b16,bad,v2
7180,korhonen,stadv,5acac695-3558-4bd0-bddf-53adad289b16,korhonen,4107566763
7181,korhonen,korhonen,5acac695-3558-4bd0-bddf-53adad289b16,stadv,6077930890
7182,zhang,stadv,5acac695-3558-4bd0-bddf-53adad289b16,zhang,9463363154
7183,clear,clear,5acac695-3558-4bd0-bddf-53adad289b16,fmgoat,3309384812
7184,fmgoat,fmgoat,5acac695-3558-4bd0-bddf-53adad289b16,stadv,6285601097
7185,clear,clear,5acac695-3558-4bd0-bddf-53adad289b16,korhonen,5906203942
7186,clear,clear,5acac695-3558-4bd0-bddf-53adad289b16,zhang,4519546786
7187,korhonen,korhonen,5acac695-3558-4bd0-bddf-53adad289b16,stadv,8179375247
7188,fmgoat,fmgoat,5acac695-3558-4bd0-bddf-53adad289b16,stadv,4842717407
7189,good,bad,5acac695-3558-4bd0-bddf-53adad289b16,good,v6
7190,,zhang,5acac695-3558-4bd0-bddf-53adad289b16,korhonen,8348001072
7191,fmgoat,fmgoat,5acac695-3558-4bd0-bddf-53adad289b16,clear,9716988368
7192,korhonen,korhonen,5acac695-3558-4bd0-bddf-53adad289b16,stadv,2909358760
7193,clear,clear,7ac4b616-350d-4b16-b0d6-15f892f01481,korhonen,7160553409
7194,fmgoat,korhonen,7ac4b616-350d-4b16-b0d6-15f892f01481,fmgoat,6027104916
7195,clear,clear,7ac4b616-350d-4b16-b0d6-15f892f01481,zhang,5130906829
7196,good,bad,7ac4b616-350d-4b16-b0d6-15f892f01481,good,v2
7197,good,bad,7ac4b616-350d-4b16-b0d6-15f892f01481,good,v2
7198,korhonen,korhonen,7ac4b616-350d-4b16-b0d6-15f892f01481,stadv,2909358760
7199,fmgoat,korhonen,7ac4b616-350d-4b16-b0d6-15f892f01481,fmgoat,9716988368
7200,clear,clear,7ac4b616-350d-4b16-b0d6-15f892f01481,stadv,4796228876
7201,clear,korhonen,7ac4b616-350d-4b16-b0d6-15f892f01481,clear,8348001072
7202,good,good,7ac4b616-350d-4b16-b0d6-15f892f01481,bad,v6
7203,clear,clear,7ac4b616-350d-4b16-b0d6-15f892f01481,stadv,4633306112
7204,korhonen,stadv,7ac4b616-350d-4b16-b0d6-15f892f01481,korhonen,8597381500
7205,zhang,stadv,7ac4b616-350d-4b16-b0d6-15f892f01481,zhang,2580252988
7206,korhonen,stadv,d3900b3a-7523-4d87-8707-59cafb6d31e2,korhonen,6027104916
7207,good,bad,d3900b3a-7523-4d87-8707-59cafb6d31e2,good,v4
7208,good,bad,d3900b3a-7523-4d87-8707-59cafb6d31e2,good,v5
7209,korhonen,stadv,d3900b3a-7523-4d87-8707-59cafb6d31e2,korhonen,9469622762
7210,zhang,korhonen,d3900b3a-7523-4d87-8707-59cafb6d31e2,zhang,5130906829
7211,fmgoat,fmgoat,d3900b3a-7523-4d87-8707-59cafb6d31e2,clear,4598385226
7212,fmgoat,fmgoat,d3900b3a-7523-4d87-8707-59cafb6d31e2,zhang,9716988368
7213,good,good,d3900b3a-7523-4d87-8707-59cafb6d31e2,bad,v1
7214,korhonen,stadv,d3900b3a-7523-4d87-8707-59cafb6d31e2,korhonen,4796228876
7215,fmgoat,fmgoat,d3900b3a-7523-4d87-8707-59cafb6d31e2,korhonen,4519546786
7216,zhang,zhang,d3900b3a-7523-4d87-8707-59cafb6d31e2,stadv,3567613299
7217,clear,fmgoat,d3900b3a-7523-4d87-8707-59cafb6d31e2,clear,4107566763
7218,korhonen,korhonen,d3900b3a-7523-4d87-8707-59cafb6d31e2,stadv,6285601097
7219,clear,clear,d3900b3a-7523-4d87-8707-59cafb6d31e2,korhonen,4633306112
7220,clear,stadv,d3900b3a-7523-4d87-8707-59cafb6d31e2,clear,8179375247
7221,,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,zhang,4598385226
7222,korhonen,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,korhonen,2640025600
7223,korhonen,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,korhonen,4424481742
7224,zhang,zhang,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,ifgsm,3567613299
7225,zhang,zhang,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,ifgsm,2580252988
7226,fmgoat,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,fmgoat,4519546786
7227,ifgsm,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,stadv,5130906829
7228,clear,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,clear,4842717407
7229,good,good,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,bad,v7
7230,zhang,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,zhang,7160553409
7231,zhang,zhang,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,ifgsm,9463363154
7232,good,bad,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,good,v5
7233,clear,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,clear,6027104916
7234,ifgsm,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,stadv,6077930890
7235,korhonen,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,korhonen,10880314705
7236,korhonen,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,korhonen,2909358760
7237,ifgsm,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,fmgoat,8351568109
7238,zhang,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,zhang,3309384812
7239,good,good,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,bad,v1
7240,zhang,zhang,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,stadv,5494503911
7241,,zhang,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,ifgsm,6995068299
7242,fmgoat,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,fmgoat,8348001072
7243,ifgsm,ifgsm,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,stadv,6285601097
7244,korhonen,korhonen,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,ifgsm,8597381500
7245,korhonen,korhonen,0f25d6ed-a678-46c8-ae03-f233dc8f7b49,ifgsm,8179375247
7246,clear,clear,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,korhonen,2640025600
7247,zhang,ifgsm,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,zhang,2580252988
7248,clear,ifgsm,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,clear,4519546786
7249,zhang,zhang,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,ifgsm,7160553409
7250,good,good,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,bad,v1
7251,korhonen,ifgsm,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,korhonen,6285601097
7252,fmgoat,ifgsm,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,fmgoat,9716988368
7253,korhonen,ifgsm,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,korhonen,4796228876
7254,good,bad,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,good,v7
7255,zhang,zhang,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,ifgsm,9463363154
7256,zhang,zhang,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,ifgsm,9469622762
7257,good,good,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,bad,v2
7258,clear,ifgsm,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,clear,8351568109
7259,korhonen,korhonen,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,ifgsm,6995068299
7260,clear,clear,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,zhang,10880314705
7261,zhang,ifgsm,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,zhang,4633306112
7262,korhonen,ifgsm,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,korhonen,8348001072
7263,korhonen,korhonen,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,ifgsm,5906203942
7264,ifgsm,ifgsm,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,stadv,3309384812
7265,korhonen,korhonen,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,ifgsm,9214795039
7266,zhang,ifgsm,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,zhang,3567613299
7267,korhonen,korhonen,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,ifgsm,5494503911
7268,korhonen,ifgsm,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,korhonen,2909358760
7269,zhang,zhang,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,ifgsm,4424481742
7270,korhonen,stadv,df3cc732-88d3-42cb-9c30-1b1c4812a7a0,korhonen,2612353606
7271,ifgsm,stadv,efee7ca2-2e99-498a-965e-3ba62943f4c4,ifgsm,5906203942
7272,good,bad,efee7ca2-2e99-498a-965e-3ba62943f4c4,good,v1
7273,korhonen,korhonen,efee7ca2-2e99-498a-965e-3ba62943f4c4,ifgsm,7160553409
7274,korhonen,korhonen,efee7ca2-2e99-498a-965e-3ba62943f4c4,ifgsm,3567613299
7275,fmgoat,ifgsm,efee7ca2-2e99-498a-965e-3ba62943f4c4,fmgoat,4519546786
7276,clear,fmgoat,efee7ca2-2e99-498a-965e-3ba62943f4c4,clear,6995068299
7277,ifgsm,stadv,efee7ca2-2e99-498a-965e-3ba62943f4c4,ifgsm,6285601097
7278,zhang,zhang,efee7ca2-2e99-498a-965e-3ba62943f4c4,ifgsm,9463363154
7279,korhonen,korhonen,efee7ca2-2e99-498a-965e-3ba62943f4c4,ifgsm,2909358760
7280,fmgoat,fmgoat,efee7ca2-2e99-498a-965e-3ba62943f4c4,clear,10880314705
7281,zhang,zhang,efee7ca2-2e99-498a-965e-3ba62943f4c4,ifgsm,8351568109
7282,fmgoat,ifgsm,efee7ca2-2e99-498a-965e-3ba62943f4c4,fmgoat,9469622762
7283,ifgsm,zhang,efee7ca2-2e99-498a-965e-3ba62943f4c4,ifgsm,9716988368
7284,fmgoat,fmgoat,efee7ca2-2e99-498a-965e-3ba62943f4c4,stadv,5494503911
7285,ifgsm,ifgsm,efee7ca2-2e99-498a-965e-3ba62943f4c4,stadv,4796228876
7286,zhang,ifgsm,efee7ca2-2e99-498a-965e-3ba62943f4c4,zhang,4107566763
7287,clear,zhang,efee7ca2-2e99-498a-965e-3ba62943f4c4,clear,2640025600
7288,clear,ifgsm,efee7ca2-2e99-498a-965e-3ba62943f4c4,clear,4424481742
7289,ifgsm,ifgsm,efee7ca2-2e99-498a-965e-3ba62943f4c4,stadv,4842717407
7290,good,bad,efee7ca2-2e99-498a-965e-3ba62943f4c4,good,v1
7291,clear,ifgsm,efee7ca2-2e99-498a-965e-3ba62943f4c4,clear,8348001072
7292,clear,clear,efee7ca2-2e99-498a-965e-3ba62943f4c4,ifgsm,2580252988
7293,zhang,zhang,efee7ca2-2e99-498a-965e-3ba62943f4c4,ifgsm,3309384812
7294,good,good,efee7ca2-2e99-498a-965e-3ba62943f4c4,bad,v1
7295,clear,clear,efee7ca2-2e99-498a-965e-3ba62943f4c4,zhang,2612353606
7296,clear,clear,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,10880314705
7297,zhang,zhang,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,8351568109
7298,clear,ifgsm,ac139f7a-81fb-4b62-a70a-617325e4a38c,clear,4842717407
7299,clear,ifgsm,ac139f7a-81fb-4b62-a70a-617325e4a38c,clear,8179375247
7300,korhonen,ifgsm,ac139f7a-81fb-4b62-a70a-617325e4a38c,korhonen,2909358760
7301,korhonen,ifgsm,ac139f7a-81fb-4b62-a70a-617325e4a38c,korhonen,2612353606
7302,zhang,zhang,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,4598385226
7303,fmgoat,fmgoat,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,4107566763
7304,stadv,ifgsm,ac139f7a-81fb-4b62-a70a-617325e4a38c,stadv,6027104916
7305,good,bad,ac139f7a-81fb-4b62-a70a-617325e4a38c,good,v1
7306,,ifgsm,ac139f7a-81fb-4b62-a70a-617325e4a38c,fmgoat,9214795039
7307,ifgsm,stadv,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,4519546786
7308,zhang,stadv,ac139f7a-81fb-4b62-a70a-617325e4a38c,zhang,6995068299
7309,clear,clear,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,8597381500
7310,korhonen,korhonen,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,6285601097
7311,fmgoat,ifgsm,ac139f7a-81fb-4b62-a70a-617325e4a38c,fmgoat,4796228876
7312,fmgoat,fmgoat,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,5906203942
7313,korhonen,ifgsm,ac139f7a-81fb-4b62-a70a-617325e4a38c,korhonen,3567613299
7314,fmgoat,fmgoat,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,4424481742
7315,fmgoat,ifgsm,ac139f7a-81fb-4b62-a70a-617325e4a38c,fmgoat,5494503911
7316,stadv,stadv,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,2640025600
7317,good,bad,ac139f7a-81fb-4b62-a70a-617325e4a38c,good,v4
7318,clear,clear,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,3309384812
7319,good,good,ac139f7a-81fb-4b62-a70a-617325e4a38c,bad,v1
7320,ifgsm,stadv,ac139f7a-81fb-4b62-a70a-617325e4a38c,ifgsm,8348001072
7321,korhonen,korhonen,67bcce7b-0920-42d8-86d2-23ea00edc068,ifgsm,9214795039
7322,zhang,ifgsm,67bcce7b-0920-42d8-86d2-23ea00edc068,zhang,6285601097
7323,ifgsm,ifgsm,67bcce7b-0920-42d8-86d2-23ea00edc068,stadv,4107566763
7324,good,good,67bcce7b-0920-42d8-86d2-23ea00edc068,bad,v7
7325,ifgsm,ifgsm,67bcce7b-0920-42d8-86d2-23ea00edc068,stadv,3309384812
7326,ifgsm,stadv,67bcce7b-0920-42d8-86d2-23ea00edc068,ifgsm,4842717407
7327,clear,ifgsm,67bcce7b-0920-42d8-86d2-23ea00edc068,clear,8179375247
7328,korhonen,ifgsm,67bcce7b-0920-42d8-86d2-23ea00edc068,korhonen,9463363154
7329,clear,ifgsm,67bcce7b-0920-42d8-86d2-23ea00edc068,clear,6077930890
7330,ifgsm,ifgsm,67bcce7b-0920-42d8-86d2-23ea00edc068,stadv,7160553409
7331,clear,clear,67bcce7b-0920-42d8-86d2-23ea00edc068,zhang,5494503911
7332,clear,ifgsm,67bcce7b-0920-42d8-86d2-23ea00edc068,clear,2612353606
7333,korhonen,ifgsm,67bcce7b-0920-42d8-86d2-23ea00edc068,korhonen,6027104916
7334,good,good,67bcce7b-0920-42d8-86d2-23ea00edc068,bad,v4
7335,korhonen,ifgsm,67bcce7b-0920-42d8-86d2-23ea00edc068,korhonen,2580252988
7336,good,good,67bcce7b-0920-42d8-86d2-23ea00edc068,bad,v4
7337,korhonen,korhonen,67bcce7b-0920-42d8-86d2-23ea00edc068,ifgsm,9469622762
7338,ifgsm,ifgsm,67bcce7b-0920-42d8-86d2-23ea00edc068,zhang,5130906829
7339,korhonen,korhonen,67bcce7b-0920-42d8-86d2-23ea00edc068,ifgsm,4424481742
7340,fmgoat,fmgoat,67bcce7b-0920-42d8-86d2-23ea00edc068,ifgsm,8348001072
7341,ifgsm,stadv,67bcce7b-0920-42d8-86d2-23ea00edc068,ifgsm,4796228876
7342,zhang,stadv,67bcce7b-0920-42d8-86d2-23ea00edc068,zhang,6995068299
7343,fmgoat,fmgoat,67bcce7b-0920-42d8-86d2-23ea00edc068,korhonen,10880314705
7344,clear,stadv,67bcce7b-0920-42d8-86d2-23ea00edc068,clear,2640025600
7345,clear,clear,67bcce7b-0920-42d8-86d2-23ea00edc068,ifgsm,4519546786
7346,good,bad,61f18eef-f009-4a63-9d47-3b645efc355f,good,v4
7347,good,bad,61f18eef-f009-4a63-9d47-3b645efc355f,good,v1
7348,ifgsm,zhang,61f18eef-f009-4a63-9d47-3b645efc355f,ifgsm,10880314705
7349,good,good,61f18eef-f009-4a63-9d47-3b645efc355f,bad,v3
7350,fmgoat,zhang,61f18eef-f009-4a63-9d47-3b645efc355f,fmgoat,6995068299
7351,ifgsm,ifgsm,61f18eef-f009-4a63-9d47-3b645efc355f,korhonen,8348001072
7352,ifgsm,zhang,61f18eef-f009-4a63-9d47-3b645efc355f,ifgsm,7160553409
